keyword,category,title,final_price,rating,reviews,platform,delivery,currency,is_emi,link
vivo,mobile,Garmin vivosmart 5,12449.17,4.0,2800.0,best buy,Free delivery by Sat,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:18357166239817761858,productid:3387416314563525830,headlineOfferDocid:970560163964701258,imageDocid:2169468597451908628,rds:PC_8813342061987079288|PROD_PC_8813342061987079288,gpcid:8813342061987079288,mid:576462775330093656,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Mastercard 100 OFF vivo X90 12GB8GB256GB 5G Smartphone,29050.0,4.5,11.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:6728752037158477214,productid:10352083608963177785,headlineOfferDocid:10344395165072655541,imageDocid:9217638806734790502,rds:PC_4759732433824077502|PROD_PC_4759732433824077502,gpcid:4759732433824077502,mid:576462879105657288,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Mens Primus Trail Flow Mid Boots,12782.0,4.1,60.0,vivobarefoot,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:11243136888351770460,productid:892081813937566508,headlineOfferDocid:14501892667916030251,imageDocid:10262225257681759877,rds:PC_832130379497091136|PROD_PC_832130379497091136,gpcid:832130379497091136,mid:576462832807741679,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo V29 5G Smartphone,44820.0,4.8,986.0,ebay - soundsolutions_worldwide,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:605018498745472909,productid:15188492602729635875,headlineOfferDocid:2800111370004644681,imageDocid:3727068617648135000,rds:PC_16457251350742553936|PROD_PC_16457251350742553936,gpcid:16457251350742553936,mid:576462863779199233,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Womens Primus Trail Flow Mid Boots,14110.0,4.0,22.0,revivo by vivobarefoot,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:1466029493352678080,productid:16910241407066699085,headlineOfferDocid:12654417039284243730,imageDocid:17870941610868057847,rds:PC_57026737755213020|PROD_PC_57026737755213020,gpcid:57026737755213020,mid:576462830307942882,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo X 300 FE 5G Phone,43907.0,4.7,139.0,ebay - lifestylegallery2010,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:2778609929414663683,productid:6132202445017559141,headlineOfferDocid:4922505228596752256,imageDocid:14596304228264085681,rds:PC_11590105150961403641|PROD_PC_11590105150961403641,gpcid:11590105150961403641,mid:576462884839413378,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Primus Trail Flow Mens,11039.0,4.3,30.0,vivobarefoot,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:1757559113445566107,productid:6288005375018575727,headlineOfferDocid:126094050402818938,imageDocid:2816730857781364046,rds:PC_9417133826810885242|PROD_PC_9417133826810885242,gpcid:9417133826810885242,mid:576462836158960719,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivo Y19s 67,15687.0,4.9,8100.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:6472791403299501991,productid:9047800030445286489,headlineOfferDocid:14831443491474438407,imageDocid:8820989529534562373,rds:PC_15326257138536901460|PROD_PC_15326257138536901460,gpcid:15326257138536901460,mid:576462859587695345,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Asus Vivobook Go 15 156 FHD AMD Ryzen 5 40 Laptop,35690.0,4.3,59.0,best buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:10926018676271345086,productid:8119067224274957569,headlineOfferDocid:13851000189127569543,imageDocid:12605463005144614251,rds:PC_5889331782187114897|PROD_PC_5889331782187114897,gpcid:5889331782187114897,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo X100 Android 14 Smartphone,103749.17,4.8,67.0,ebay - multistore4all,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:1295168257222397576,productid:5133342436228113422,headlineOfferDocid:7828181845663438717,imageDocid:14258848146123212966,rds:PC_16483103908187640868|PROD_PC_16483103908187640868,gpcid:16483103908187640868,mid:576462823566166536,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Tracker Textile AT Womens,14940.0,4.7,6.0,revivo by vivobarefoot,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:7184581821119449107,productid:6520985153980724364,headlineOfferDocid:11422466537412965818,imageDocid:5482871367057143426,rds:PC_10164897697281440683|PROD_PC_10164897697281440683,gpcid:10164897697281440683,mid:576462492997339681,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivo T4 5G,27635.679999999997,4.8,5.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:590424587768895242,productid:2627134812913516903,headlineOfferDocid:2582146592233877389,rds:PC_16478055662144515017|PROD_PC_16478055662144515017,gpcid:16478055662144515017,mid:576462828271374769,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Primus Flow Mens Barefoot Road Running size 13,6972.0,4.1,138.0,vivobarefoot,Free delivery on $120+,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=productid:15797267248030861254,headlineOfferDocid:15797267248030861254,imageDocid:13612926104362160334,rds:PC_3768238176305243584|PROD_PC_3768238176305243584,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Genuine Vivo X300 Pro Master Photography Edition BLUE 1TB 16GB China Model  6 in or More  More than 200 MP  WiFi  Android  Touchscreen,132717.0,,,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=productid:6328131722029289704,headlineOfferDocid:6328131722029289704,imageDocid:10545501285106133473,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Primus Lite Knit Natural Womens,14110.0,4.1,224.0,rei,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:4503755685491628640,productid:2644998575526749466,headlineOfferDocid:16969486011940480256,imageDocid:5198011935549890489,rds:PC_12506329682296467519|PROD_PC_12506329682296467519,gpcid:12506329682296467519,mid:576462820838628860,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivo V60 Lite 5G Smartphone 677 12Gb 512Gb Black,41511.619999999995,4.9,3100.0,ebay - globaltone05,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:10902235882043548583,productid:15094722054385597211,headlineOfferDocid:1530918615363250295,imageDocid:9621100025637152156,rds:PC_8479612586089355488|PROD_PC_8479612586089355488,gpcid:8479612586089355488,mid:576462550431828152,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Men Vivobarefoot Sensus,12450.0,4.4,300.0,revivo by vivobarefoot,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:8362155865001261326,productid:10748061407941337908,headlineOfferDocid:4299633276546368183,imageDocid:12015605175835282009,rds:PC_7335955165382725|PROD_PC_7335955165382725,gpcid:7335955165382725,mid:576462771393619102,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivo Y19 653 128GB Spring White,7760.5,4.6,520.0,ebay - phoneandaccessory,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:9798480715666262671,productid:5911424839495430846,headlineOfferDocid:11116932919132728618,imageDocid:14451000401305673801,rds:PC_9886161905014003962|PROD_PC_9886161905014003962,gpcid:9886161905014003962,mid:576462853240679549,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Primus Flow Mens Barefoot Road Running size 12,6972.0,4.1,137.0,vivobarefoot,Free delivery on $120+,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=productid:10022336220785727975,headlineOfferDocid:10022336220785727975,imageDocid:18078856251951313195,rds:PC_9231265505042795790|PROD_PC_9231265505042795790,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo V30 5G Smartphone,47642.0,4.8,809.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:1900504614117391485,productid:8601428097271128373,headlineOfferDocid:7157430841211297445,rds:PC_11234179776842186479|PROD_PC_11234179776842186479,gpcid:11234179776842186479,mid:576462769396606784,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 105 4G GSM Unlocked Mobile Phone,4979.17,4.2,4700.0,walmart - virtual depot,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:8884951865369389809,productid:2933310917005392961,headlineOfferDocid:18065560749761852407,imageDocid:13197319889532110848,rds:PC_16477983328762973648|PROD_PC_16477983328762973648,gpcid:16477983328762973648,mid:576462460512351156,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia  2780 Flip Phone Unlocked  Black,8299.17,3.8,588.0,best buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=productid:5011075800613424578,headlineOfferDocid:5011075800613424578,imageDocid:12716905705737662622,rds:PC_3417045310835387500|PROD_PC_3417045310835387500,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 83 5G TA1243 128GB Dual SIM Unlocked,7381.1900000000005,4.3,280.0,ebay - chonglietech,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:8655452217730602226,productid:3350305025724157801,headlineOfferDocid:9727927672477341535,imageDocid:6168994758368178719,rds:PC_901389335228294528|PROD_PC_901389335228294528,gpcid:901389335228294528,mid:576462325569928827,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia G60 5G,18259.170000000002,4.3,118.0,cellification.com,Free delivery by Wed,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:8863978535262867559,productid:11764706665406745881,headlineOfferDocid:10110682550487848927,imageDocid:14668676741270255189,rds:PC_2637055571241759713|PROD_PC_2637055571241759713,gpcid:2637055571241759713,mid:576462690311511147,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 5310,2950.6499999999996,4.1,1600.0,ebay - utechmobile,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:15275686916332168394,productid:14385821429265656631,headlineOfferDocid:10218450419792156150,imageDocid:1919409837875638460,rds:PC_9503385221192993158|PROD_PC_9503385221192993158,gpcid:9503385221192993158,mid:576462325570249740,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia Lumia 1020 Smartphone,11620.0,4.4,305.0,techdaddy accs,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:17954261850983841642,productid:15005609972793581402,headlineOfferDocid:5955999677363574292,imageDocid:6931813045726336267,rds:PC_8177627643785230129|PROD_PC_8177627643785230129,gpcid:8177627643785230129,mid:913998865,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 2780  Kai OS Flip Phone Unlocked,11537.0,3.8,588.0,dumb wireless,Free delivery by Sun,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=productid:5247033909488087667,headlineOfferDocid:5247033909488087667,imageDocid:16579424623559191489,rds:PC_3417045310835387500|PROD_PC_3417045310835387500,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 9 Pureview 128GB GSM Unlocked Android,13652.67,4.5,117.0,ebay - 1-dna,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:448249591077810862,productid:992343599785135579,headlineOfferDocid:1008118878005905192,imageDocid:2160703477565624377,rds:PC_10408036698299049745|PROD_PC_10408036698299049745,gpcid:10408036698299049745,mid:576462317052881035,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia C300,24899.170000000002,3.0,83.0,montgomery ward,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:6075242320369173529,productid:4478144635764966613,headlineOfferDocid:12526061854730986735,imageDocid:12145344973958691833,rds:PC_12800928234731426425|PROD_PC_12800928234731426425,gpcid:12800928234731426425,mid:576462839511612211,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Verizon Nokia 2V Tella Prepaid Cell Phones,5727.0,2.1,46.0,walmart,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=productid:15944495196917471506,headlineOfferDocid:15944495196917471506,imageDocid:11336134996213240077,rds:PC_13659996715866447159|PROD_PC_13659996715866447159,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 6300 4G,5976.0,4.0,1200.0,ebay - luckystore111,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:8702635084464502825,productid:3999161018861470470,headlineOfferDocid:5269821213968123685,imageDocid:287089930625450348,rds:PC_13960227695771018192|PROD_PC_13960227695771018192,gpcid:13960227695771018192,mid:576462632343395573,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 1 Android One Go Edition Smartphone,11717.109999999999,4.2,298.0,electronicsforce.com,Free delivery by Tue,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:1722688118791377043,productid:6906475557496956628,headlineOfferDocid:11899372141589349731,imageDocid:9771195985299071593,rds:PC_15820226897041792909|PROD_PC_15820226897041792909,gpcid:15820226897041792909,mid:576462303508004146,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 2780 Flip Phone,6027.46,3.8,588.0,ebay - tech-link-all,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:4853165066075626209,productid:8140927736903055291,headlineOfferDocid:3397417662284414551,imageDocid:15573781244352563531,rds:PC_3417045310835387500|PROD_PC_3417045310835387500,gpcid:3417045310835387500,mid:576462694891853788,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 6 32GB Unlocked Smartphone,11204.17,4.3,873.0,cellification.com,Free delivery by Wed,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:5562158906330590400,productid:1936777904091222994,headlineOfferDocid:12504016307375278274,imageDocid:1670768120925202754,rds:PC_9974016020120336588|PROD_PC_9974016020120336588,gpcid:9974016020120336588,mid:576462232661840779,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 6210 Cellular Phone,4178.22,4.2,20.0,ebay - cell-on-sale,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:7691904561211717369,productid:8261764010691929096,headlineOfferDocid:1356478415793991593,imageDocid:4984358772151570863,rds:PC_13318868472404342419|PROD_PC_13318868472404342419,gpcid:13318868472404342419,mid:329413835,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia C210 32GB  Gray  Locked TMobile,8632.0,,,back market,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=productid:4341319549844266524,headlineOfferDocid:4341319549844266524,imageDocid:17572980046605320156,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia N900 Smartphone,9685.27,4.5,8.0,ebay - globalmobilephone,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:9073925572986201274,productid:4151236994827773266,headlineOfferDocid:12768998802171283866,imageDocid:7071702897823469927,rds:PC_5674169139077830152|PROD_PC_5674169139077830152,gpcid:5674169139077830152,mid:576462771741203868,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Consumer Cellular Nokia G400 5G 64gb Gray  Smartphone,10532.7,4.0,26.0,walmart - vipoutlet,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=productid:10391516992700290312,headlineOfferDocid:10391516992700290312,imageDocid:1462089380365259969,rds:PC_10725351032047139726|PROD_PC_10725351032047139726,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 6303 Classic Feature Phone,3402.17,4.3,153.0,ebay - lt-trading,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:18298595269604781521,productid:13389321050224247656,headlineOfferDocid:3283742531250755967,imageDocid:12346375055066823340,rds:PC_1743338190657818060|PROD_PC_1743338190657818060,gpcid:1743338190657818060,mid:317375574,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia G400 5G  Verizon ATT TMobile  Android 12  Unlocked Smartphone  3Day Battery  US Version  464GB  658Inch Screen  48MP Triple,2954.8,,,bebeochaud.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=productid:4891779957454476700,headlineOfferDocid:4891779957454476700,imageDocid:9294201804482949600,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia G50 5G 128GB GSM Phone,9223.789999999999,4.4,521.0,ebay - lt-trading,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:8892849393381950005,productid:16707625228530915301,headlineOfferDocid:3210290881903290386,imageDocid:15705120336397744325,rds:PC_17268747929361528872|PROD_PC_17268747929361528872,gpcid:17268747929361528872,mid:576462848658541109,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Refurbished Nokia Unlocked Original Nokia 2323 Classic GSM Mobile Phone With 1 SIM charger,2008.6,4.6,12.0,etsy - seller,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:2670024330278877162,productid:9519223363079279986,headlineOfferDocid:10769130436413168973,imageDocid:7296295395373172947,rds:PC_16683072586720587731|PROD_PC_16683072586720587731,gpcid:16683072586720587731,mid:576460820942415752,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 2720 Flip,6805.169999999999,3.3,1400.0,ebay - jingyu2014,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:6239281578657816646,productid:14768088470566701899,headlineOfferDocid:12315941577643735106,imageDocid:515310063003077930,rds:PC_18291227296811503834|PROD_PC_18291227296811503834,gpcid:18291227296811503834,mid:576462321526079317,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,New nokia 472704a103 Black,107899.17,,,walmart - mega mart warehouse llc,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:16326067870135273048,productid:3580703137389445118,headlineOfferDocid:16089507052068053588,imageDocid:11941357276529451734,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia N91 3G Smartphone,10083.67,5.0,2.0,ebay - digital-home888,,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:647033380035339812,productid:3702352018317440233,headlineOfferDocid:14017144030291567298,imageDocid:8005595251539597749,rds:PC_13140556782036937147|PROD_PC_13140556782036937147,gpcid:13140556782036937147,mid:576462445962675270,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia 22 TA1179 32GB GSM Unlocked Android Phone,10374.17,4.1,278.0,cellification.com,Free delivery by Wed,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:1248728781553755959,productid:17468568631855888705,headlineOfferDocid:13349187052802251902,imageDocid:17655740153461604534,rds:PC_2514644572806988823|PROD_PC_2514644572806988823,gpcid:2514644572806988823,mid:576462380863948448,pvt:hg&hl=en&gl=us&udm=28"
nokia,mobile,Nokia C32 Dual SIM,121177.51000000001,4.1,833.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Nokia&prds=catalogid:18308360874934076128,productid:5241703740861414181,headlineOfferDocid:3644571476945265676,imageDocid:1151531684190269944,rds:PC_12121769624499720638|PROD_PC_12121769624499720638,gpcid:12121769624499720638,mid:576462726360318565,pvt:hg&hl=en&gl=us&udm=28"
